"","se_a00002_002","se_a00002_003","pct_se_a01001_005","pct_se_a01001_008","pct_se_a01001_009","pct_se_a01001_013","pct_se_a03001_006","pct_se_a03001_007","pct_se_a03001_008","pct_se_a10008_005","pct_se_a10002b_003","pct_se_a10002b_004","pct_se_a10002b_005","pct_se_a10002b_006","pct_se_a10002b_007","pct_se_a10002b_008","pct_se_a12001_004","pct_se_a12001_008","pct_se_a09005_010","pct_se_a09005_004","pct_se_a09005_005","pct_se_a09005_007","pct_se_a09001_005","pct_se_a09001_006","pct_se_a09001_008","pct_se_a09001_009","se_t006_001","se_t009_001","se_t012_001","se_t012_002","se_t012_003","min_dist","mar_precipitation_inch","may_precipitation_inch","jul_precipitation_inch","aug_precipitation_inch","sep_precipitation_inch","nov_precipitation_inch","ep_unemp","ep_groupq","all_icu","case_ind1","met2","met1_1","contained","omicron_quartile","com_lev_ind"
"12",14.31359,913.4674848,3.92,11.06,13.81,2.26,0,0.06,0.27,4.09,22.72,9.75,9.02,5.34,0,4.69,30.21,0.43,12.96,0,0.1,1.5,14.58,14.95,10.76,4.92,3.517215846,17.4,7.290419052,28.93426654,41.3,5181.07959899977,3.72,4.46,5.11,4.66,0.21,3.55,10.6,1.4,0,55.604098816427,0,0,1,0,0
"13",19.69202,1238.420465,4.34,11.98,13.6,1.91,0,0,0.54,4.54,19.05,13.07,5.81,3.84,0.69,2.07,24.93,0.46,9.23,0,0.12,0.58,11.04,13.36,9.22,2.01,2.850877193,22.4,11.1547123,25.27000348,34.1,28498.3970955639,3.76,2.98,4.29,4.86,0.3,3.22,14.4,1.5,0,29.6333926001185,0.00475669504828045,7.94923091190927,1,0,0
"14",22.15044,603.9610129,3.74,12.36,13.63,1.86,0,0.19,0.72,3.02,32.14,15.07,8.64,5.87,2.97,0.62,29.08,0.24,5.53,0,0,0.57,15.72,10.71,10.95,4.44,4.338698391,13.5,2.32687988,63.78122308,40.6,24610.746320468,3.24,2.89,2.83,4.36,0.41,5.1,6.4,1.9,4,83.1129580657348,0.0220264317180617,3.17107975265578,0,0,0
"15",26.67002,560.1045009,4.02,12.21,14.13,2.76,0,0.84,2.07,4.56,18.72,19.73,10.76,7.03,1.94,0.22,24.11,0.34,14.4,0,0,0.15,17.74,22.2,5.86,7.28,4.59543276,12.5,2.07171577,41.48410366,37.3,22080.1221046579,3.11,2.09,2.9,3.7,0.54,3.43,7.5,1.1,0,53.6552649228706,0.0170553428471981,29.9985000749963,0,0,0
"16",75.53616,678.9861142,4.18,13.19,13.33,1.77,0,1.26,3.14,3.77,25.88,17.88,13.42,5.11,2.3,0.92,34.89,0.58,8.27,0.37,0.38,0.86,22.79,12.47,2.17,2.23,3.796875,16.1,5.98120314,53.72387283,34.2,23097.1354700969,2.94,2.41,4.47,3.16,0.34,2.58,5.9,1.2,7,80.241488670666,0.0293697978596908,14.2940393855762,1,0,0
"17",91.93668,592.7449486,3.76,11.99,13.57,2.23,0.05,1.33,2.21,5.1,27.73,13.26,11.5,3.8,1.58,0.66,29.66,0.36,6.4,0.1,0,0.56,22.18,14.1,4.24,2.21,2.885097842,16.2,6.551704535,55.73234365,30.6,21317.1957167688,3.46,4.92,6.86,5.57,0.26,4.05,5.9,0.8,22,68.7894860701291,0.0241882041086812,286.458333333333,0,0,0
"18",14.71889,850.200004,3.76,10.8,12.79,2.49,0,0.02,0.78,3.21,17.38,22.06,16.45,2.06,0,1.21,21.26,0.62,6.5,0,0.54,0.08,17.16,15.58,2.24,3.17,2.964352721,25.9,13.22977626,37.01995767,43,22202.3591184147,2.51,4.81,4.53,5.47,0.78,2.32,11.5,0.4,0,107.731830612414,0,0,0,0,0
"19",16.67664,650.9106421,3.26,11.62,14.24,1.85,0,0,0,2.97,12.99,16.37,14.61,3.25,0,0,29.45,0,9.04,0,0,0.55,24.13,13.87,8.36,2.38,3.888280394,20.8,10.12480749,6.421700321,40.3,16824.4111706315,3.31,2.59,2.6,3.86,0.25,4.31,5.8,3.6,0,150.051580230704,0.0220264317180617,3.17107975265578,1,0,0
"20",36.24353,1030.556497,3.79,10.97,13.11,2.31,0.03,0.19,1.61,4.54,29.66,22.04,8.59,4.8,1.05,0.26,32.48,0.35,8.05,0.2,0.19,1.3,16.78,12.2,5.01,4.18,3.706360593,15.3,4.370326751,50.23434397,31.7,9646.6465288179,2.36,3.53,4.14,4.75,0.46,1.94,8.7,1.8,13,175.443331803827,0.0205016696435505,3.96996719814602,0,0,0
"21",22.77188,608.8649183,3.87,12.56,13.17,2.24,0,1.05,2.06,4.6,23.63,24.16,6.31,5.7,1.6,0.38,24.04,0.23,10.84,0.05,0.09,0.76,16.18,18.7,8.58,2.54,3.875264911,18.2,17.03906038,22.35006472,38,9584.32918146355,2.52,2.78,3.37,4.5,0.51,3.36,5.8,1.2,0,319.488817891374,0.0205016696435505,3.96996719814602,1,0,0
