"","se_a00002_002","se_a00002_003","pct_se_a01001_005","pct_se_a01001_008","pct_se_a01001_009","pct_se_a01001_013","pct_se_a03001_006","pct_se_a03001_007","pct_se_a03001_008","pct_se_a10008_005","pct_se_a10002b_003","pct_se_a10002b_004","pct_se_a10002b_005","pct_se_a10002b_006","pct_se_a10002b_007","pct_se_a10002b_008","pct_se_a12001_004","pct_se_a12001_008","pct_se_a09005_010","pct_se_a09005_004","pct_se_a09005_005","pct_se_a09005_007","pct_se_a09001_005","pct_se_a09001_006","pct_se_a09001_008","pct_se_a09001_009","se_t006_001","se_t009_001","se_t012_001","se_t012_002","se_t012_003","min_dist","mar_precipitation_inch","may_precipitation_inch","jul_precipitation_inch","aug_precipitation_inch","sep_precipitation_inch","nov_precipitation_inch","ep_unemp","ep_groupq","all_icu","case_ind1","met2","met1_1","contained","omicron_quartile","com_lev_ind"
"590",5.494271,1403.825995,5.63,12.43,10.68,1.65,0.03,16.73,0.31,2.13,17.46,7.48,8.1,8.98,4.74,5.99,31.04,0.12,11.71,0.13,0.19,1.13,14,12.56,2.2,1.04,5.865224626,13.8,6.481080649,68.77318664,35.6,28677.9600125385,1.87,2.5,0.42,0.27,2.06,0.36,3.9,0.9,0,65.095690665278,0.111278195488722,250.034727045423,0,0,0
"591",4.74933,2637.424841,3.5,10.91,13.34,2.66,0,0.38,2.61,4.13,31.08,10.56,10.74,3.68,2.11,2.23,35.48,0.27,10.91,0.04,0.27,2.27,12.03,5.52,4.83,2.79,4.575416828,9.6,4.43684183,92.80846064,35.4,134139.953182305,1.51,3.03,0.72,1.7,2.54,1.68,8.6,2.5,0,93.1532370749884,0.209821428571429,39.6818969566415,1,0,1
"592",24.67207,449.0908715,3.75,17.1,13.38,1.23,0,8.5,2.27,2.36,26.93,15.01,15.83,3.08,1.95,1.95,35.19,0.8,18.42,0,1.46,0.54,11.16,10.81,8.95,1.19,7.804232804,4.4,1.79674555,90.42281219,21.4,52384.4724905598,1.18,2.99,1.17,0.91,3.88,1,6,0,0,107.066381156317,0.0937632583792957,24.7704311824342,0,0,0
"593",43.5372,1921.713132,4.31,12.31,10.97,1.82,0.08,2.84,1.62,5.11,26.73,15.26,11.67,8.6,1.59,2.25,39.34,0.86,9.58,0.34,0.4,0.67,13.79,9.41,1.58,1.94,5.041118421,8.4,2.616638849,75.80473909,32.8,20945.2493359109,1.17,3.37,0.43,0.41,1.68,0.25,3.4,1.4,30,123.161214576763,0.1069743051914,18.6025745963241,1,0,0
"594",2.837836,3665.1162,3.14,11.89,12.4,2.77,0,0.01,0.54,3.15,17.39,6.79,12.36,1.63,0,0,34.67,0.91,6.01,0,1.59,0.66,11.05,1.81,1.59,2.91,5.882352941,6.4,6.502764191,86.13871426,27.8,93493.3896073443,2.47,2.48,0.29,0.49,2.4,0.52,4.3,1.8,0,114.115168539326,0.121556186341626,19.3071424207246,0,0,0
"595",6.900219,1452.852396,4.1,10.3,11.66,2.35,0,8.38,3.31,4.26,21.36,22.19,7.62,8.63,4.02,0,34.59,0.25,13.94,0,0.13,2.68,7.75,13.2,3.47,2.42,6.283811902,11.4,9.77031181,74.20082369,35.1,76537.8447269032,1.72,3.2,0.15,0.24,1.65,0.59,5.4,1.3,0,39.2387679026879,0,0,1,0,0
"596",77.6796,855.1409257,3.61,11.22,12.7,2.85,0.06,0.16,1.4,3.47,27.55,10.98,7.51,3.54,1.73,0.09,33.32,0.7,9.28,0.07,0.29,0.75,13.34,9.01,1.03,1.19,2.354777857,11,3.171017875,81.88605577,36.6,757.063546946405,4.54,9.64,2.23,5.38,4.94,1.75,4.7,2.2,25,278.13861083518,0.0519886363636364,10.3962511888306,0,0,1
"597",27.73424,235.5211406,2.6,10.17,12.23,1.88,0.32,0.29,2.92,4.05,17.99,26.09,8.4,3,1.8,0.3,31.78,0.13,5.49,0.14,0,1.2,20.85,22.69,5.12,5.12,1.94761585,7.9,12.50765733,58.35154164,26.2,7452.77707265896,4.89,7.59,7.98,2.74,1.47,4.91,7,2,0,295.08765839264,0,2.96369473944184,0,0,0
"598",43.93975,380.3389359,3.86,13.03,13.74,2.54,0,0.59,0.71,3.06,26.21,11.57,12,5.86,3.71,1,31.1,0.78,9.95,0.14,0.01,0.15,17.12,9.24,7.76,1.7,3.117577197,4.3,2.713725487,62.71949572,25.5,8022.00113856217,5.41,6.72,3.43,7.16,0.93,2.43,3.9,10.5,0,109.582369414343,0.0379583958824791,201.162270898525,0,0,1
"599",190.9301,280.762456,5.11,12.63,14.76,1.56,0,6.45,2.4,5.61,19.82,15.91,16.49,9.06,5.18,1.59,27.69,0.85,9.9,0.2,0.15,0.31,20.54,14.39,9.01,3.93,3.402083776,9.6,4.813578764,88.83781039,33.4,7301.51067156047,1.93,7.83,3.19,4.19,8.56,1.62,6.8,0.6,0,179.291797400269,0.0760665972944849,27.6843075640949,1,0,1
"600",21.83665,305.6788093,2.23,16.52,14.47,2.31,0,0.51,0.99,1.29,37.77,5.96,4.37,2.58,1.39,0,33.74,0.34,6.51,0,0.75,0.66,8.88,4.81,2.9,1.49,1.617507136,4.6,13.05917589,75.69554563,23.4,5742.62567261617,4.59,9.24,1.82,5.27,4.77,1.69,4.3,28,0,45.6065673456978,0.0262614340513426,364.644107351225,0,0,0
"601",38.40942,869.0837981,4.02,11.09,13.31,2.67,0.01,3.09,1.34,4.91,25.93,14.08,11.05,3.4,3.28,0.49,33.46,0.58,8.56,0.15,0.16,1.39,19.46,9.32,3.8,2.7,2.813504823,11.1,10.65493741,77.7974727,27.4,5976.27333491707,3.01,10.19,1.67,3.52,11.57,1.63,5.3,1.3,9,180.826284173103,0,1.7672265054212,0,0,0
"602",19.13919,253.8247065,3.68,10.52,13.96,2.39,0,0.02,1.15,3.6,21.8,1.73,21.11,0.69,1.04,3.46,33.35,0.43,8.64,0,0,0.79,8.83,10.55,19.68,7.41,3.179190751,8.2,4.298053224,30.24169778,36.2,4642.53305777305,4.85,7.88,4.57,5.75,1.96,1.46,5.1,2.6,0,147.710487444609,0.0379583958824791,201.162270898525,0,0,1
"603",32.72041,445.043384,3.67,10.47,12.47,2.5,0,0.81,1.52,2.92,28.4,11.7,6.95,9.23,0.84,0,31.8,0.57,9.03,0,0.05,0.77,18.85,13.72,4.5,3.37,3.095558546,8.3,6.291495715,71.36543836,25.1,4788.28088319476,2.19,7.66,2.86,4.89,10.67,2.11,6.6,1.7,0,342.537574274729,0.0338582677165354,0,0,0,0
"604",33.70581,375.7512019,4.07,12.34,13.2,2.14,0.35,3.43,1.18,5.65,31.58,20.19,8.64,6.6,0.55,0.63,26.16,0.17,10.72,0.2,0.12,0.94,12.74,12.36,3.41,1.34,3.816300129,6.8,2.903043499,60.18179153,34.7,5032.24383733579,4.33,7.04,1.77,4.17,4.2,1.73,6.3,1.4,0,139.952251584753,0.0262614340513426,364.644107351225,1,0,0
"605",210.2663,996.1085225,3.18,10.76,9.87,1.66,0.06,0.91,2.6,3.61,28.28,11.35,8.14,3.21,1.28,0.39,28.99,5.42,8.34,0.19,2.34,0.61,21.75,7.28,1.59,0.83,2.676069945,9.3,4.498189685,84.21680815,30.8,8648.817840844,4.53,6.4,2.67,2.27,3.58,1.74,4.8,7.4,51,153.560749490913,0.0420054200542005,377.857547704515,0,0,1
"606",46.83774,709.4920162,3.65,12.31,13.96,3.1,0.2,0.02,1.05,5.85,23.22,14.33,11.48,5.57,0.73,0.7,30.34,0.48,10.25,0.13,0.12,0.48,12.81,14.43,4,1.51,2.610441767,13.6,3.055951999,67.26149425,29.2,8214.7770724261,5.18,7.92,3.05,5.91,2.82,2.48,3.4,5.2,0,126.919266963843,0.0262614340513426,364.644107351225,0,0,0
"607",31.58174,501.4289796,4.33,11.28,13.64,3.05,0,0.54,1.45,4.35,36.96,17.09,13.41,5.55,1.02,0.68,34.45,0.62,12.1,0.09,0.15,0.65,19.28,9.99,3.72,3.21,2.667377968,6.7,3.123074961,61.32843587,36.8,11298.91515256,4.92,5.84,3.38,4,1.26,3.58,6.3,1.4,0,291.431902078881,0,0,0,0,0
"608",28.48352,468.2707966,3.91,11.25,13.02,2.77,0,0.03,1.42,6.78,22.61,13.27,10.11,1.62,5.32,0.23,37.55,0.52,8.22,0,0,0.53,13.95,12.16,4.03,2.39,2.525089026,8.9,3.352066428,52.247557,23.5,18850.2041742624,4.67,7.3,3.95,4.32,1.01,4.61,5.5,2.6,0,166.868932038835,0,6.15555076790496,0,0,1
"609",79.38332,474.0038888,3.76,12.56,14.39,2.2,0,0.58,1.45,4.82,28.05,12.29,14.49,5.14,2.5,1.17,35.25,0.31,8.5,0.26,0.68,0.61,15.62,13.71,6.34,1.56,2.223543401,13.2,4.839666057,63.86579101,38.9,8981.8304883982,4.8,6.31,3.74,6.01,1.08,3.12,3.4,5.9,4,109.152867259464,0.0231694375663247,6.69711061533889,1,0,0
"610",101.7849,508.2877357,2.95,10.51,10.99,2.41,0.19,0.23,1.64,4.62,26.47,16.77,9.22,3.12,1.26,0.46,34.86,1.95,11.17,0,0.95,0.17,12.84,8.22,3.19,0.83,2.525987526,9.6,6.486064778,76.77686411,36.6,6320.07378475166,5.14,4.69,3.19,4.49,1.3,2.6,5.7,7.6,9,189.644613895419,0.0420054200542005,377.857547704515,0,0,1
"611",5528.124,944.9351704,3.7,13.49,12.8,1.86,0.04,9.74,2.57,4.97,27.05,13.8,9.78,4.98,2.07,1.37,25.37,1.5,8,0.07,1.11,0.89,17.14,20.37,11.28,3.13,3.261633795,9.5,1.699944434,99.1459331,28,7149.01750991996,2.31,8.07,4.62,3.2,8.27,1.5,7.8,1.8,1606,88.3455175717293,0.038168183977709,3770.29801530517,0,0,0
"612",43.02844,443.6135828,3.54,12.56,13.55,2.58,0.07,0.4,2.13,4.68,24.51,22.05,11.86,2.7,1.86,0.24,40.41,0.64,9.8,0.22,0.15,0.27,10.98,5.71,2.1,0.71,2.653061225,11.5,4.366764973,61.53807337,27.5,12154.3528436873,4.57,7.47,5.07,4.45,0.78,4.42,5.4,11.3,0,101.78389671613,0,0,0,0,0
"613",31.40898,345.9201695,3.72,11.74,13.07,2.57,0.13,0.44,1.49,3.24,29.03,19.69,10.34,2.34,2,1.67,33.84,0.38,8.27,0.06,0.08,0.56,25.27,19.73,3.13,0.82,3.438735178,21.3,8.65125574995709,1.330557567,32.5,4956.65229466701,5.18,5.57,3.01,4.76,1.05,3.19,3.4,1.2,0,111.462010031581,0.0420054200542005,377.857547704515,0,0,1
"614",165.0447,631.3442441,3.69,11.18,11.19,1.66,0,3.08,2.38,4.15,28.26,15.98,12.82,5.27,0.91,1.37,35.54,1.63,8.56,0.02,0.62,0.69,11.81,9.89,7.65,2.91,2.365554799,5.6,12.57547729,84.329593,31.7,11538.8722855223,2.44,8.36,3.31,3.57,9.36,1.66,7.4,4.6,16,319.733981327536,0.0452907452907453,24.6769474224341,0,0,1
"615",40.35196,397.5519269,4.09,12.12,13.88,2.67,0.06,1.22,1.98,4.22,23.05,17.24,8.65,5.75,2.18,0.36,32.84,0.25,6.64,0.14,0.89,0.73,12.41,20.68,1.75,0.66,2.5,10.2,1.010286582,77.04848741,27.5,948.32716411878,4.97,8.56,1.7,4.17,4.36,1.65,5.5,1.7,0,142.044100403253,0.0494318181818182,8.56841882431213,0,0,1
"616",47.31382,416.6647135,4.43,12.09,11.58,2.4,0.09,0.68,1.09,4.04,27.21,12.89,7.51,7.88,0.14,0.19,30.72,0.32,9.41,0.04,3.42,1.4,14.35,17.17,2.46,0.94,4.632152589,8.7,3.047126299,70.84084084,30.9,6693.91709212159,4.81,5.84,2.81,3.6,2.67,2.23,4.3,1,0,107.885949139481,0.0420054200542005,377.857547704515,0,0,1
"617",2843.047,327.7268621,4.16,12.88,14.26,1.88,0.05,3.19,2.66,3.52,28.52,14.94,11.17,4.91,2.34,1.23,25.53,1.83,6.92,0.06,0.32,0.51,18.4,16.68,9.12,2.56,3.161790938,8.7,3.965173815,99.62635944,26.9,10806.4534988708,2.31,9.12,4.53,3,8.56,1.61,4.5,1.4,257,115.286140417219,0.038168183977709,3770.29801530517,1,0,0
"618",28.13512,623.3846334,3.77,11.93,12.91,3.31,0,0.07,0.8,5.1,31.93,17.42,5.14,6.71,0.05,0,34.15,0.28,10.46,0.06,0.05,0.47,12.84,9.06,3.98,1.89,2.735644637,9,15.4656718,53.3214901,30.9,9215.04025024631,5.1,4.35,2.58,3.75,1.98,2.58,6,1.9,0,227.25948371307,0.0461111111111111,74.7873235486585,0,0,1
"619",29.25562,222.4187973,4.43,11.66,12.99,3.23,0,0,1.4,2.23,30.74,14.14,10.04,5.33,0.2,0.82,42.53,0.13,6.48,0,0.27,0.57,15.27,7.89,7.15,1.24,2.645502646,5.3,7.926971087,42.22585925,30.2,19918.3471283426,4.91,7.92,4.15,5.53,1,4.09,6.1,0.8,0,109.460516028147,0,6.15555076790496,0,0,1
"620",71.38094,478.7552313,3.98,11.35,12.81,2.55,0.04,0.58,0.9,5.07,23.44,16.84,9.57,2.91,1.55,0.53,33.75,0.47,6.72,0.07,0.23,0.97,15.06,6.86,2.6,1.63,2.423378475,12.2,4.775207543,57.5725717,27.2,15353.4086634658,5.29,7.68,2.73,6.55,1.09,3.38,3.9,1.4,10,167.607621736062,0.0791044776119403,11.2535600204295,0,0,0
"621",30.31978,716.4959714,3.79,12.21,13.44,2.37,0,0.2,0.59,5.87,21.78,20.23,6.68,8.77,1.21,0.88,31.58,0.13,8.23,0.54,0.05,0.95,16.4,15.55,4.15,1.97,3.006227185,10.8,14.04675481,52.92682927,24.2,9968.00581004232,5.19,7.14,3.16,7.55,1.22,3.09,7,8.1,4,164.041994750656,0.0791044776119403,11.2535600204295,0,0,0
"622",27.59079,485.5968877,4.66,11.64,13.01,4,0.04,1.73,0.78,3.43,20.06,18.59,7.53,9.53,1.41,0.53,33.83,0.22,9.26,0.03,0.47,0.58,11.73,14.42,4.14,1.83,2.714646465,4.9,6.521869845,65.00248562,25.2,6365.80179847648,3.8,8.06,2.69,1.71,6.32,1.41,5.3,3,2,216.032713525191,0.0420054200542005,377.857547704515,0,0,1
"623",95.68369,408.9202823,3.98,11.96,13.21,2.34,0.06,0.3,0.99,4.56,25.16,18.96,8.31,3.46,0.66,0.99,39.1,0.49,10.31,0,0.19,0.86,20.27,16.94,4.03,2.53,2.357015192,7.2,4.348421764,59.86956851,26.6,5139.32504241244,3.71,7.64,2.79,2.04,0.53,3.61,8.5,1.2,0,114.377810704723,0.047953216374269,14.8766302307295,0,0,0
"624",40.91248,865.701716,3.77,12.93,13.53,3.51,0.06,0.34,1.14,5.95,21.9,18.32,9.25,6.03,2.88,0.49,35.87,0.34,8.27,0,0.36,0.48,11.86,12.72,5.05,2.12,2.658086178,8.1,6.505763453,56.98292374,28.8,4576.50049843802,4.31,10.09,1.29,3.11,6.79,1.45,6.7,7.2,5,139.778683750728,0.021378741279724,510.421097405359,0,0,0
"625",15.96644,322.9899752,3.43,11.83,12.8,2.17,0,0.25,1.82,4.93,27.08,10.94,10.24,5.56,3.3,0,37.35,0.67,8.11,0,0.24,1.5,17.38,15.24,8.45,2.82,2.878365831,14.1,29.26874405,36.53605296,23,9420.70931514286,5.16,5.59,3.84,3.43,0.19,4.59,4.5,0.2,0,62.1375310687655,0,18.8268201500767,0,0,0
"626",24.34164,543.0200294,3.92,11.93,14.09,2.88,0,0.02,1.05,5.81,26.46,15,14.8,3.82,0.38,0.19,31.08,0.15,8.3,0.07,0.2,0.64,10.88,14.98,9.55,3.05,2.985074627,11.4,6.34895646,55.65317586,28.2,2147.35122273501,5.48,8.36,2.97,5.6,1.99,1.67,4,2.2,0,131.081810471123,0,0,0,0,0
"627",120.8095,418.0879911,4.62,13.98,14.03,1.51,0.03,2.37,1.58,4.11,25.59,20,13.66,5.7,2.14,0.91,36.48,0.41,5.9,0.08,0.05,0.65,18.63,16.57,7.9,3.7,2.180847118,4.9,4.951561998,87.50973773,34.9,16191.9708036058,2.96,9.83,4.32,2.46,9.41,1.4,5.1,0.6,8,152.779410036432,0.0790671217292378,226.305784375849,0,0,1
"628",18.91477,434.6338717,3.75,11.14,12.5,3.07,0,0.91,0,4,27.02,6.26,14.2,5.04,2.29,0.92,36.38,0.81,10.77,0,0.11,0.37,11.25,17.15,4.63,5.26,2.23880597,19.3,4.330192816,11.68262977,25.4,14169.1038036768,4.78,7.19,3.33,4.46,0.6,3.94,3.2,1.3,0,197.14144898965,0,0,0,0,0
"629",22.81917,793.7187292,3.75,10.62,13.22,3.41,0,0.1,1.26,4.49,27.17,15.73,10.12,4.88,1.6,1.09,33.83,1.05,6.9,0.01,0.1,0.77,20.54,13.94,2.98,3.07,2.585551331,7.4,14.16779908,58.35427136,31.1,3658.55539072688,4.65,12.52,1.53,4.41,6.71,1.65,6.2,1.5,0,299.299751524735,0,0,0,0,0
"630",22.58945,177.4721921,4.27,14.32,15.37,2.82,0,0.35,1.12,5.08,28.62,5.65,8.48,2.83,0,0,36.99,0.13,6.61,0,0,0.82,18.34,14.48,6.38,4.53,3.047091413,4.9,4.775370945,77.89351852,24.5,8519.2666389695,4.96,6.28,4.15,2.99,0.23,5.65,15.9,2.7,0,130.855796911803,0,18.8268201500767,0,0,0
"631",18.17371,378.7890168,3.66,9.43,13.8,2.7,0,0,1.23,4.08,31.42,12.03,4.31,8.62,3.05,0.36,31.17,1.25,7.43,0,0,0.9,30.81,18.18,3.93,1.39,3.932151118,13.5,0.455902231,44.08675488,26.5,15184.5900594976,3.59,12.36,1.16,2.98,7.9,1.37,5.6,0.8,0,361.11947035811,0,0,0,0,0
"632",60.10211,822.9994332,4.17,11.84,13.04,2.72,0,1.83,1.62,4.26,24.88,10.41,7.96,5.78,2.63,0.67,33.7,0.33,7.16,0.21,0.07,0.88,18.6,15,3.28,2.13,2.578671329,13.7,5.068172267,77.20556194,36.6,3892.49397786961,2.85,11.01,1.65,2.99,10.58,1.89,5.1,1.5,3,143.111238321101,0.0652680652680653,477.469412115786,0,0,1
"633",25.20928,1117.405838,4.3,11.15,13.25,2.96,0,4.27,1.49,5.47,22.71,13.98,11.3,6.16,3.3,1.21,33.82,0.41,9.22,0,0.3,1.26,17.65,12.67,4.58,2.8,3.092115914,8.5,7.539483477,42.05532001,29,9198.93015318959,3.07,7.18,3.07,1.18,6,1.51,5.6,1.6,0,154.901526886479,0.028314606741573,118.821292775665,1,0,1
"634",100.2462,584.0718953,3.16,9.92,10.06,1.96,0.01,1.23,3.54,4.11,28.36,13.24,6.81,3.03,0.48,0.11,32.49,4.6,9.48,0.09,1.01,0.63,15.81,10.55,2.02,1.8,2.89546716,4.8,11.21813038,77.54824139,23.7,8315.18048246945,4.32,6.83,3.61,2.68,0.75,4.33,9.4,7.4,21,44.0528634361233,0.047953216374269,14.8766302307295,1,0,0
"635",19.40504,494.6137635,3.85,11.24,14.01,3,0,0.36,1.03,2.49,21.77,4.98,6.38,7.93,6.22,0,31.64,0.3,8.03,0,0.59,0.66,16.97,18.31,3.39,1,2.517667845,10,3.998906699,35.63621365,24.9,14226.5924826896,4.84,6.9,2.85,4.94,0.75,4.2,4.1,0.8,0,270.551508844953,0,6.15555076790496,1,0,1
"636",66.82167,571.2068967,3.7,12.22,13.47,2.06,0,0.25,2.44,5.48,21.6,13.85,9.91,5.27,1.11,0.55,38.01,0.75,9.51,0.16,0.04,0.61,18.06,10.42,2.28,1.72,2.542081759,9.9,8.586668032,57.62484869,33.3,4656.4698256557,4.77,7.79,3.6,4.27,1.13,3.91,7.4,6.7,22,63.6875066341153,0.0724547158026234,2.98757170172084,1,0,0
"637",59.76133,369.2856152,4.11,11.18,13.92,2.52,0,0.14,2.32,2.7,23.61,17.93,6.22,7.29,0,0,33.78,0.67,6.98,0.04,0.03,0.45,14.11,14.29,10.91,2.65,2.245989305,14.4,4.206369477,74.30498151,33.8,1805.05522537534,5.5,9.57,4.06,5.85,1.22,1.65,4.1,4.5,4,252.606439167777,0.0379583958824791,201.162270898525,0,0,1
"638",36.33514,600.9059007,3.76,10.33,12.55,3.03,0.05,0.32,1.28,2.95,31.71,11.35,3.66,5.35,4.6,0.94,30.95,0.38,7.06,0.03,0.08,0.83,18.05,11.85,2.37,2.47,3.52,10.3,6.172585061,73.37507717,28.7,5389.52859462311,1.81,6.18,3.5,4.17,12.49,2.09,4.5,0.9,0,291.970802919708,0.206194690265487,73.5346868498458,0,0,1
"639",36.64167,343.9253865,3.4,12.2,13.86,2.41,0,0.11,0.25,4.4,19.74,23.08,7.4,1.02,0.73,0,34.17,0.2,5.81,0.05,0,1.04,19.5,22.69,2.4,1.72,3.128911139,8.2,14.38632828,69.05897314,24.6,5487.12782414725,5.11,7.24,6.12,2.71,0.51,4.91,5.7,17.9,0,161.069501489893,0,0,0,0,0
"640",1022.104,519.3591939,4.8,13.62,14.24,1.46,0.04,14.7,2.65,5.05,20.95,16.5,15.2,10.67,3.85,2.47,28.39,0.99,9.6,0.15,0.29,0.93,18.33,15.06,7.99,3.1,3.240187773,9.5,3.820834053,96.43894742,28.8,17036.5680265767,2.32,8.89,3.95,3.22,8.89,1.81,5.5,1,103,87.903336382402,0.0452907452907453,24.6769474224341,0,0,1
"641",164.1705,676.4977629,4.23,11.88,12.79,2.29,0.02,2.1,1.93,4.43,28.82,14.52,10.86,6.49,2.48,0.55,33.31,0.6,7.79,0.04,0.17,1.6,15.42,10.22,5.5,3.92,2.6822113,10.8,4.597185395,79.95222523,41.2,5882.27617071993,2.94,8.98,4.15,2.49,7.36,1.48,6,5,56,171.123773461251,0.028314606741573,118.821292775665,1,0,1
"642",389.1408,320.2594112,4.84,16.33,14.18,1,0,4.4,2.75,6.07,22.52,19.1,16.73,9.34,4.93,3.12,33.35,0.63,7.12,0.03,0,0.78,17.57,14.82,11.39,5.06,2.275235143,7.6,3.036208554,93.85633106,31.4,17482.0995278855,2.53,9.77,4.85,3.05,9.24,1.47,4.9,0.3,0,123.265369408481,0.0452907452907453,24.6769474224341,1,0,1
"643",71.18398,716.4393349,3.3,11.37,12.49,2.75,0,1.92,1.86,4.08,21.09,12.83,8.11,3.92,1.07,1.83,34.09,0.46,8.72,0.24,0.27,0.84,14.43,6.08,3.14,1.21,2.344976452,17.5,6.777326785,76.62465277,29.2,4920.16818458169,3.7,11.28,1.47,2.94,10.51,1.53,5.7,8.3,18,146.884243143725,0.053800170794193,14.1778612696275,0,0,0
"644",1584.936,443.9414916,4.7,12.66,14.71,1.71,0.06,5.44,2.71,4.01,23.93,16.8,14.06,8.06,2.73,1.31,24.41,1.92,8.2,0.09,0.17,0.76,17.75,16.95,8.22,3.46,3.228249812,8.7,5.808488125,98.81784659,25.4,8294.23739447319,1.71,6.74,4.81,3.69,10.04,1.59,5.6,2.6,108,95.7034664899833,0.038168183977709,3770.29801530517,1,0,0
"645",97.25373,1135.185269,4.08,11.66,13.46,2.85,0.02,1.65,1.55,4.85,25.51,13.51,9.92,5.57,2.01,1.6,35.12,0.49,8.35,0.15,0.66,0.55,16.23,10.65,5.81,2.3,2.406753521,13.3,6.100281898,81.5376918,28.1,3775.75970916361,2.79,9.9,4.59,3.04,10.3,1.64,6.8,3,13,104.517360936636,0,1.7672265054212,0,0,0
"646",43.49799,372.1781321,3.25,13.93,13.51,2.25,0,1.03,2.49,5.34,22.17,19.08,13.9,9.51,0,0.73,34.23,0.25,8.92,0,0,0.69,19.2,12.09,2.02,0.81,2.768834514,17.2,5.21802512,41.00873285,22.6,13707.4560314446,5.33,7.27,5.08,4.49,0.92,4.23,6.3,14.8,0,57.4052812858783,0,0,0,0,0
"647",47.63373,724.8435375,3.59,12.38,14.21,2.4,0.18,1.22,2.15,2.73,25.38,12.62,10.5,4.16,1.48,0.27,36.98,0.52,9.41,0.05,0.14,0.98,18.6,9.79,3.85,2.54,2.671000565,8.4,3.356728931,65.96819406,37.1,4587.34740466989,2.64,9.73,3.12,4.35,9.89,1.67,4.4,9.5,6,108.517128108869,0.0760665972944849,27.6843075640949,0,0,1
"648",34.80555,1043.626791,4.25,11.34,13.83,3.26,0,0.62,1.72,6.33,23.08,15.55,11.48,5.2,2.78,1,30.48,0.57,9.02,0.11,0.45,1.78,12.81,9.99,2.28,2.16,2.774694784,10.3,2.444225305,69.98716303,34.3,19550.0378378232,3.22,9.16,2.82,2.35,8.36,1.49,5.4,6.5,5,70.1301615798923,0,1.7672265054212,0,0,0
"649",47.25512,618.070632,3.6,12.68,12.76,3.7,0.01,1.02,3.39,4.79,27.74,13.36,11.95,4.52,0.34,0.4,33.56,0.76,10.96,0.21,0.62,0.09,10.23,11.97,2.31,1.43,2.349689012,18.2,10.31485159,73.93499423,36.1,4973.06447006376,5.13,7.79,1.72,3.74,4.97,1.94,5.6,14.2,0,111.817737088546,0.0262614340513426,364.644107351225,0,0,0
"650",52.38311,589.4075926,2.67,9.29,9.96,2.52,0.06,0.34,2.2,2.28,28.48,10.3,3.75,2.69,0.72,0.4,30.47,4.13,9.57,0.18,0.66,0.74,13.64,6.41,2.2,1.81,2.733358126,9.4,6.731746426,72.45492457,34.8,4399.76332817194,4.8,12.54,1.66,3.9,7.88,1.68,7.6,11.5,7,134.603736215135,0.0262614340513426,364.644107351225,1,0,0
"651",510.0847,603.4076946,4.74,12.85,15.95,1.57,0.02,1.48,1.85,4.23,28,16.93,13.51,6.49,3.09,1.67,32.97,0.93,6.69,0.08,0.18,0.73,15.2,13.03,12.47,4.92,2.638830149,10.1,7.079390453,91.67152481,33,14950.939441343,1.82,7.28,4.37,3.76,9.52,1.69,4.4,0.6,33,182.522370119752,0.038168183977709,3770.29801530517,0,0,0
"652",146.3947,1183.233133,3.63,12,11.81,1.84,0.01,0.98,2.26,3.37,28.53,14.06,11.2,3.23,1.14,0.27,26.03,2.28,8.57,0.17,0.41,0.46,15.31,6.84,2.05,1.01,2.349242056,11,9.792988471,83.86526077,33.5,2613.07897256696,4.51,8.46,2.81,3.92,4.96,1.63,3.5,4.3,30,107.618475392256,0.0494318181818182,8.56841882431213,0,0,1
"653",183.4593,580.5757,3.79,11.42,12.23,2.46,0.01,0.56,5.76,4.1,22.82,13.97,8.39,3.19,2.63,1.32,33.34,0.8,8.77,0.12,0.16,0.54,16.97,5.26,2.59,1.19,2.076353559,14.4,7.37365332,85.02906977,31.5,5440.5349703927,4.96,6.59,1.85,5.95,4.14,2.08,8.2,3.5,65,255.342023921516,0.0490384615384615,37.6151965394019,0,0,0
"654",52.98175,862.9198035,3.92,11.84,13.52,2.79,0.01,0.22,1.33,4.39,24.4,16.54,12.06,3.19,2.36,0.79,33.06,0.38,8.09,0.06,0.29,0.66,17.15,13.92,8.67,1.58,2.508745627,15.2,6.184269531,61.29802156,28,5849.91111074721,5.39,8.44,2.74,6.23,1.53,1.99,7.1,2,0,96.1706592061549,0,2.87320868114651,0,0,0
"655",371.0219,716.0494025,3.76,12.12,13.43,2.32,0.02,0.61,2.14,4.58,27.56,14.21,11.39,4.1,1.55,0.74,35.6,0.89,7.03,0.12,0.07,0.43,19.93,16.5,3.93,1.34,2.134418743,10.8,12.06606976,81.33777973,36.9,7684.54733034133,5.15,7.74,3.51,7.05,1.1,2.85,6.8,2.1,58,157.197395014597,0.0379583958824791,201.162270898525,0,0,1
"656",66.52797,572.4509735,3.75,11.08,12.78,2.91,0,0.7,2.29,5.4,25.06,15.27,8.97,6.18,2.41,1.13,38.62,0.2,9.91,0.28,0.06,0.29,17.67,12.78,2.55,1.88,2.072072072,17.3,12.49167927,64.7285544,29.6,3858.66057202017,4.92,6.06,3.5,8.09,0.94,3.71,9.5,2,9,123.438861458031,0.0539956803455724,26.5753564675218,0,0,1
