,0,1,2,3,4,5,6,7,8,9
0,0.596522579087177,se_t006_001,0.5887773909481877,met1_1,0.5769320843091335,met2,0.5926816426816427,ep_unemp,0.6162366280311414,case_ind1
1,0.675955888271754,sep_precipitation_inch,0.60412826814117,nov_precipitation_inch,0.5899736533957846,pct_se_a12001_004,0.602948402948403,pct_se_a03001_007,0.5511969246898479,41p
2,0.7058198502777107,pct_se_a10002b_005,0.61912929210185,pct_se_a01001_008,0.6606191451990633,pct_se_a03001_007,0.6896893646893647,pct_se_a01001_005,,
3,0.7138291877968284,pct_se_a03001_006,0.6408287255102738,met2,0.6882611241217798,pct_se_a09005_004,0.7294138294138293,pct_se_a09005_004,,
4,0.7185703936247283,pct_se_a09005_010,0.6646443443238446,pct_se_a03001_007,0.7098360655737705,se_t006_001,0.7479115479115479,pct_se_a10002b_004,,
5,0.7227159301295982,se_t012_003,0.6967028466106902,pct_se_a12001_004,0.7202063817330211,pct_se_a10002b_003,0.764022464022464,met2,,
6,0.7314416807534412,pct_se_a03001_007,0.7078469520103763,pct_se_a10002b_003,0.7319525761124122,se_t009_001,0.7691207441207442,pct_se_a10002b_005,,
7,0.7405457618932626,pct_se_a09005_007,0.7190166564270599,pct_se_a09005_005,0.7412251170960187,pct_se_a10002b_007,0.7727974727974728,pct_se_a10002b_006,,
8,0.6136037994043306,41p,0.7195627687896786,pct_se_a10002b_008,0.6040910421545668,41p,0.6564320814320814,41p,,
9,,,0.7213632329851867,pct_se_a10002b_004,,,,,,
10,,,0.7276776571779643,ep_groupq,,,,,,
11,,,0.7304508840193871,pct_se_a09005_007,,,,,,
12,,,0.5957573895829067,41p,,,,,,
