,0,1,2,3,4,5,6,7,8,9
0,0.59205241591951,jul_precipitation_inch,0.6179020108996984,pct_se_a03001_008,0.5849730212178994,pct_se_a12001_004,0.5669668816855314,se_t012_001,0.5632412403478166,nov_precipitation_inch
1,0.6031008695416987,pct_se_a03001_008,0.7757380285880429,41p,0.618517316456381,pct_se_a10002b_006,0.6004638457273452,sep_precipitation_inch,0.587934601809404,pct_se_a10008_005
2,0.6495868662690846,se_t006_001,,,0.6371590463440031,pct_se_a01001_009,0.6332576034186647,pct_se_a03001_008,0.6486334807362029,se_t012_002
3,0.6977362164793703,mar_precipitation_inch,,,0.6496409590652765,may_precipitation_inch,0.6623054349736974,pct_se_a09001_009,0.6624068589665572,may_precipitation_inch
4,0.7400367831014104,nov_precipitation_inch,,,0.6827254655361273,mar_precipitation_inch,0.6769713443412173,aug_precipitation_inch,0.7053971087400437,sep_precipitation_inch
5,0.7710995713145902,pct_se_a01001_009,,,0.6987301716093961,nov_precipitation_inch,0.6929151960187703,pct_se_a03001_007,0.7294143102492325,pct_se_a03001_007
6,0.7897953939984044,ep_unemp,,,0.7148160168769524,pct_se_a03001_007,0.7156071240212585,pct_se_a10002b_008,0.7631073606772418,apr_precipitation_inch
7,0.7954278064018824,may_precipitation_inch,,,0.7368926393227582,apr_precipitation_inch,0.7265676768496356,may_precipitation_inch,0.7799166970938646,jul_precipitation_inch
8,0.7981459694105237,pct_se_a09005_004,,,0.7504090767712011,pct_se_a10008_005,0.7342015227122127,apr_precipitation_inch,0.7867932438097556,mar_precipitation_inch
9,0.7351075770484266,41p,,,0.7561699595656348,jul_precipitation_inch,0.743938226026749,pct_se_a09001_005,0.7922904242227542,pct_se_a09005_004
10,,,,,0.7620728359500724,ep_unemp,0.7505240239631087,nov_precipitation_inch,0.7966110863185795,pct_se_a12001_004
11,,,,,0.7690372834597752,se_t012_001,0.7565012779423101,min_dist,0.7991534477395974,ep_unemp
12,,,,,0.7734120383517926,pct_se_a10002b_007,0.759368196140479,pct_se_a09005_005,0.8086670182698421,aug_precipitation_inch
13,,,,,0.7371766265027654,41p,0.7629383206891422,mar_precipitation_inch,0.8095392646084358,se_a00002_003
14,,,,,,,0.7668397636144806,jul_precipitation_inch,0.7772999580780829,41p
15,,,,,,,0.7673604067778275,se_t006_001,,
16,,,,,,,0.7073714958010466,41p,,
