,0,1,2,3,4,5,6,7,8,9
0,0.5800347520574363,ep_unemp,0.5719100265414065,pct_se_a10002b_004,0.6136367437737302,case_ind2,0.6034066927946939,pct_se_a03001_007,0.5802130439151845,pct_se_a10002b_004
1,0.6054877699490175,case_ind2,0.630864409692387,pct_se_a01001_008,0.6516048639336309,pct_se_a10008_005,0.6484775399457341,se_t012_003,0.6080092453019796,apr_precipitation_inch
2,0.6122090469916557,pct_se_a09005_005,0.6713734700502187,apr_precipitation_inch,0.6679294829979763,apr_precipitation_inch,0.6589890463270023,pct_se_a09001_009,0.6852678122801729,pct_se_a03001_007
3,0.6225964751484601,pct_se_a10002b_005,0.6925397643734127,pct_se_a03001_007,0.6842206499740746,pct_se_a10002b_005,0.6935584363380565,apr_precipitation_inch,0.7088533815696916,pct_se_a09001_008
4,0.6445456454908249,apr_precipitation_inch,0.7092665788317962,pct_se_a01001_013,0.7032716142305184,pct_se_a09001_009,0.7375339161893277,pct_se_a01001_013,0.7261280273339363,pct_se_a12001_004
5,0.6625422466632297,met2,0.7260029405587062,pct_se_a09001_009,0.7045511566059511,pct_se_a09005_004,0.7520852175660737,ep_groupq,0.7350216058687569,pct_se_a01001_013
6,0.6739130434782609,se_t012_002,0.733001088388612,pct_se_a10002b_005,0.717129141786676,pct_se_a03001_007,0.5421666164204603,41p,0.7371017988141897,se_t012_003
7,0.6791163048251894,pct_se_a09005_007,0.4866911076740944,41p,0.7233345041564221,ep_groupq,,,0.4577027434428701,41p
8,0.684176357144221,pct_se_a10002b_007,,,0.44707879639386483,41p,,,,
9,0.6924347444196215,pct_se_a09005_010,,,,,,,,
10,0.6964350499322143,pct_se_a03001_007,,,,,,,,
11,0.6998625193332187,pct_se_a03001_006,,,,,,,,
12,0.7060014129957418,covid_cases_per_100k_1,,,,,,,,
13,0.7149472036050486,pct_se_a10008_005,,,,,,,,
14,0.7205323556930362,pct_se_a10002b_008,,,,,,,,
15,0.4857841171640793,41p,,,,,,,,
