,0,1,2,3,4,5,6,7,8,9
0,0.5861788617886179,ep_unemp,0.5677605979930371,case_ind1,0.5862219217188791,pct_se_a12001_004,0.584233111849391,case_ind1,0.5825378787878788,pct_se_a09001_008
1,0.6022941318522096,pct_se_a03001_007,0.5723342890299679,all_icu,0.6192247013748028,pct_se_a03001_007,0.6401924141749723,pct_se_a03001_007,0.6246212121212121,pct_se_a03001_007
2,0.6951943974885293,pct_se_a09001_009,0.5745272714861083,pct_se_a10002b_004,0.6630456013823153,met1_1,0.6755346760797342,met2,0.6649337121212121,pct_se_a01001_013
3,0.5223134508572809,41p,0.6126356747900881,met2,0.66824430921794,pct_se_a10002b_006,0.709734911406423,pct_se_a09001_009,0.6777556818181818,pct_se_a10002b_005
4,,,0.6165352583794116,ep_groupq,0.6771316955901134,case_ind1,0.7260260935769657,pct_se_a10002b_004,0.6966571969696971,pct_se_a12001_004
5,,,0.6265871390538604,pct_se_a12001_004,0.6771617459244234,pct_se_a09005_004,0.5748979097452934,41p,0.7075473484848485,met2
6,,,0.64121271076524,pct_se_a03001_007,0.6875967245135602,pct_se_a10002b_008,,,0.716155303030303,se_t009_001
7,,,0.6531333196805242,pct_se_a09005_010,0.6939598828036962,pct_se_a10008_005,,,0.716183712121212,pct_se_a09005_007
8,,,0.6555993583179739,pct_se_a10002b_005,0.4822402524228082,41p,,,0.4671496212121212,41p
9,,,0.6587907024370264,pct_se_a01001_005,,,,,,
10,,,0.6686804560038229,pct_se_a09005_007,,,,,,
11,,,0.6727762987234622,pct_se_a10008_005,,,,,,
12,,,0.6803792067717933,pct_se_a10002b_003,,,,,,
13,,,0.5139258652467745,41p,,,,,,
