,0,1,2,3,4,5,6,7,8,9
0,0.6743722050223597,x11_15_21,0.6779658771790387,se_a00002_002,0.7110319741208159,pct_se_a03001_006,0.6839060147915439,pct_se_a09005_004,0.6960997862896596,pct_se_a09005_004
1,0.7605366357069143,se_t016_004,0.7505629735601124,se_t012_001,0.7334332958473906,41p,0.6871064860265724,se_a00002_002,0.7155392076278151,se_a00002_002
2,0.8154936360509116,pct_se_a09001_009,0.7976805489323373,pct_se_a10002b_005,,,0.7541134891026899,pct_se_a09005_005,0.7468217436571868,pct_se_a01001_009
3,0.8303749570003439,pct_se_a09001_005,0.80057489535315,pct_se_a10002b_006,,,0.7828915504941423,x11_26_21,0.7678091950243848,pct_se_a09001_008
4,0.84484348125215,pct_se_a10002b_007,0.8128477189635988,x11_25_21,,,0.8079520911054388,aug_precipitation_inch,0.7839196668310592,se_t009_001
5,0.84749914000688,pct_se_a10002b_008,0.8317636305833731,may_precipitation_inch,,,0.8134891026899667,pct_se_a12001_008,0.7905364677516575,pct_se_a03001_006
6,0.8540144478844169,pct_se_a10008_005,0.833022042070683,ep_groupq,,,0.8343150729759802,x11_15_21,0.7974615047399858,pct_se_a09005_007
7,0.7412108703130375,41p,0.8335717691940867,pct_se_a10008_005,,,0.8345572354211663,pct_se_a09005_010,0.8037221217600964,x11_15_21
8,,,0.7345877708896308,41p,,,0.7436088749263695,41p,0.8050715107677133,pct_se_a10002b_005
9,,,,,,,,,0.8127911118417448,ep_groupq
10,,,,,,,,,0.8160104663269219,se_t012_002
11,,,,,,,,,0.820675105485232,pct_se_a09001_009
12,,,,,,,,,0.8249356129102965,pct_se_a09005_010
13,,,,,,,,,0.7517740698120445,41p
