,0,1,2,3,4,5,6,7,8,9
0,0.5818749999999999,pct_se_a12001_004,0.5740133991882244,met2,0.5869310396064124,pct_se_a12001_004,0.5896055868319823,case_ind1,0.5686896926631331,met1_1
1,0.6231249999999999,pct_se_a03001_007,0.6384175265294146,pct_se_a10002b_004,0.6267603308513976,pct_se_a03001_007,0.5378233808258077,41p,0.5997534315724076,pct_se_a09005_005
2,0.6815,pct_se_a09001_009,0.6476600322754169,pct_se_a12001_004,0.6516814977464462,pct_se_a01001_013,,,0.6326615799794202,pct_se_a12001_004
3,0.714421875,pct_se_a01001_005,0.6614911894632175,pct_se_a03001_007,0.6616945402915587,ep_groupq,,,0.6742578678626207,met2
4,0.7418203125,pct_se_a10002b_005,0.6821849479192138,se_t009_001,0.6810107146984531,met2,,,0.7117867474323878,pct_se_a10002b_004
5,0.7423671875000001,se_t009_001,0.698640520318842,pct_se_a10002b_006,0.6992537683049644,pct_se_a09001_008,,,0.7421030151241579,pct_se_a03001_007
6,0.745203125,pct_se_a10002b_006,0.7058454366146674,pct_se_a09005_010,0.6998893860098067,pct_se_a10002b_005,,,0.7458209563748617,pct_se_a10002b_008
7,0.507015625,41p,0.7063507587983113,pct_se_a09005_005,0.48113783823942147,41p,,,0.7527520531189935,pct_se_a10002b_005
8,,,0.7089262718633349,pct_se_a01001_005,,,,,0.7611586774613159,pct_se_a09005_007
9,,,0.7128954961122793,pct_se_a10002b_007,,,,,0.7686139747995419,pct_se_a10008_005
10,,,0.5194712047858902,41p,,,,,0.7691187605568175,ep_groupq
11,,,,,,,,,0.5526142077775836,41p
