"","met1","met2"
"1",3.96996719814602,0.0104716103009618
"2",7.94923091190927,0
"3",14.2940393855762,0.0236955481091431
"4",2.50124307468324,0.0240057561486133
"5",2.50124307468324,0.0240057561486133
"6",3.96996719814602,0.0104716103009618
"7",0,0
"8",29.9985000749963,0.0194938440492476
"9",0,0
"10",5.31356686459703,0.0134039900249377
"11",2.50124307468324,0.0240057561486133
"12",0,0
"13",7.94923091190927,0
"14",3.17107975265578,0
"15",29.9985000749963,0.0194938440492476
"16",14.2940393855762,0.0236955481091431
"17",286.458333333333,0.0239600665557404
"18",0,0
"19",3.17107975265578,0
"20",3.96996719814602,0.0104716103009618
"21",3.96996719814602,0.0104716103009618
"22",2.50124307468324,0.0240057561486133
"23",14.2940393855762,0.0236955481091431
"24",0,0
"25",5.31356686459703,0.0134039900249377
"26",24.868404691839,0.0196124212000934
"27",0,0
"28",5.31356686459703,0.0134039900249377
"29",0,0
"30",286.458333333333,0.0239600665557404
"31",14.2940393855762,0.0236955481091431
"32",0,0.0195831836148042
"33",0,0.0195831836148042
"34",14.2940393855762,0.0236955481091431
"35",14.2940393855762,0.0236955481091431
"36",23.1600739231747,0.0955112219451372
"37",2.50124307468324,0.0240057561486133
"38",0,0
"39",286.458333333333,0.0239600665557404
"40",24.93268175925,0.0806896551724138
"41",24.868404691839,0.0196124212000934
"42",23.1600739231747,0.0955112219451372
"43",3.96996719814602,0.0104716103009618
"44",24.868404691839,0.0196124212000934
"45",23.1600739231747,0.0955112219451372
"46",0,0
"47",0,0
"48",5.31356686459703,0.0134039900249377
"49",7.94923091190927,0
"50",7.94923091190927,0
"51",3.96996719814602,0.0104716103009618
"52",24.93268175925,0.0806896551724138
"53",0,0
"54",0,0.0195831836148042
"55",3.96996719814602,0.0104716103009618
"56",0,0
"57",0,0
"58",2.50124307468324,0.0240057561486133
"59",2.50124307468324,0.0240057561486133
"60",0,0
"61",3.17107975265578,0
"62",24.868404691839,0.0196124212000934
"63",0,0.0195831836148042
"64",2.50124307468324,0.0240057561486133
"65",7.94923091190927,0
"66",0,0
"67",286.458333333333,0.0239600665557404
"68",27.8587855940441,0.107339326445727
"69",27.8587855940441,0.107339326445727
"70",27.8587855940441,0.107339326445727
"71",27.8587855940441,0.107339326445727
"72",27.8587855940441,0.107339326445727
"73",257.113472745972,0.202469135802469
"74",27.8587855940441,0.107339326445727
"75",257.113472745972,0.202469135802469
"76",0,0
"77",0,0
"78",0,0
"79",27.8587855940441,0.107339326445727
"80",13.0516118740664,0.212
"81",27.8587855940441,0.107339326445727
"82",27.8587855940441,0.107339326445727
"83",27.8587855940441,0.107339326445727
"84",27.8587855940441,0.107339326445727
"85",27.8587855940441,0.107339326445727
"86",27.8587855940441,0.107339326445727
"87",27.8587855940441,0.107339326445727
"88",13.0516118740664,0.212
"89",13.0516118740664,0.212
"90",0,0
"91",0,0
"92",257.113472745972,0.202469135802469
"93",27.8587855940441,0.107339326445727
"94",13.0516118740664,0.212
"95",0,0
"96",257.113472745972,0.202469135802469
"97",0,0
"98",955.153576919303,0.144690835480309
"99",1722.12265253643,0.130763087199593
"100",1722.12265253643,0.130763087199593
"101",955.153576919303,0.144690835480309
"102",955.153576919303,0.144690835480309
"103",203.689693301519,0.204053589831673
"104",1722.12265253643,0.130763087199593
"105",4.1168055353391,0.145731375747689
"106",9.98650100553734,0.241202346041056
"107",955.153576919303,0.144690835480309
"108",1722.12265253643,0.130763087199593
"109",955.153576919303,0.144690835480309
"110",1722.12265253643,0.130763087199593
"111",203.689693301519,0.204053589831673
"112",33.3311112592494,0.049934725848564
"113",0,0
"114",1.41866969316201,0.0273469387755102
