"","met1","met2"
"1",8.93242619582856,0.0205016696435505
"2",23.8476927357278,0.00475669504828045
"3",8.79633192958536,0.0293697978596908
"4",3.44999044783895,0.0289597525257511
"5",3.44999044783895,0.0289597525257511
"6",8.93242619582856,0.0205016696435505
"7",0,0
"8",49.9975001249937,0.0170553428471981
"9",0,0
"10",9.29874201304481,0.0226775101657804
"11",3.44999044783895,0.0289597525257511
"12",0,0
"13",23.8476927357278,0.00475669504828045
"14",0,0.0220264317180617
"15",49.9975001249937,0.0170553428471981
"16",8.79633192958536,0.0293697978596908
"17",295.138888888889,0.0241882041086812
"18",0,0
"19",0,0.0220264317180617
"20",8.93242619582856,0.0205016696435505
"21",8.93242619582856,0.0205016696435505
"22",3.44999044783895,0.0289597525257511
"23",8.79633192958536,0.0293697978596908
"24",0,0
"25",9.29874201304481,0.0226775101657804
"26",29.0131388071455,0.0224824355971897
"27",0,0
"28",9.29874201304481,0.0226775101657804
"29",0,0
"30",295.138888888889,0.0241882041086812
"31",8.79633192958536,0.0293697978596908
"32",0,0.0214801444043321
"33",0,0.0214801444043321
"34",8.79633192958536,0.0293697978596908
"35",8.79633192958536,0.0293697978596908
"36",20.7968010738712,0.086783042394015
"37",3.44999044783895,0.0289597525257511
"38",0,0
"39",295.138888888889,0.0241882041086812
"40",17.452877231475,0.0689655172413793
"41",29.0131388071455,0.0224824355971897
"42",20.7968010738712,0.086783042394015
"43",8.93242619582856,0.0205016696435505
"44",29.0131388071455,0.0224824355971897
"45",20.7968010738712,0.086783042394015
"46",0,0
"47",0,0
"48",9.29874201304481,0.0226775101657804
"49",23.8476927357278,0.00475669504828045
"50",23.8476927357278,0.00475669504828045
"51",8.93242619582856,0.0205016696435505
"52",17.452877231475,0.0689655172413793
"53",0,0
"54",0,0.0214801444043321
"55",8.93242619582856,0.0205016696435505
"56",0,0
"57",0,0
"58",3.44999044783895,0.0289597525257511
"59",3.44999044783895,0.0289597525257511
"60",0,0
"61",0,0.0220264317180617
"62",29.0131388071455,0.0224824355971897
"63",0,0.0214801444043321
"64",3.44999044783895,0.0289597525257511
"65",23.8476927357278,0.00475669504828045
"66",0,0
"67",295.138888888889,0.0241882041086812
"68",31.4152263081774,0.103194103194103
"69",31.4152263081774,0.103194103194103
"70",31.4152263081774,0.103194103194103
"71",31.4152263081774,0.103194103194103
"72",31.4152263081774,0.103194103194103
"73",119.986287281454,0.107407407407407
"74",31.4152263081774,0.103194103194103
"75",119.986287281454,0.107407407407407
"76",8.5748585148345,0.0330827067669173
"77",8.5748585148345,0.0330827067669173
"78",8.5748585148345,0.0330827067669173
