,0,1,2,3,4,5,6,7,8,9
0,0.710241429676089,x11_15_21,0.707001239157373,x11_15_21,0.698291695467562,x11_15_21,0.6142492943640172,x11_15_21,0.669840200231036,x11_15_21
1,0.47673339633989176,41p,0.5017864518793886,41p,0.4593759257430631,41p,0.46629336246927067,41p,0.4239603388525221,41p
